shape,texture,weight,size,label
1.451,-0.454,-0.972,-0.92,Grape
-1.02,0.608,-0.82,0.235,Banana
-1.42,1.201,-1.149,0.38,Banana
0.956,-0.688,-0.223,-0.509,Orange
0.713,-0.876,-0.421,-0.137,Lemon
0.784,1.234,-0.904,-0.342,Apple
0.904,-0.493,-0.355,0.013,Orange
0.383,-1.123,-0.596,0.666,Orange
-1.233,1.026,-0.956,-0.256,Banana
0.816,1.142,-0.27,-1.105,Apple
0.802,-0.643,-0.094,0.226,Orange
0.655,1.448,-0.316,0.257,Apple
1.001,-1.717,-0.003,-0.355,Orange
-1.132,0.491,-0.432,0.118,Banana
1.151,-1.151,-0.925,-0.038,Lemon
0.974,-1.022,-0.749,-0.36,Orange
1.15,-1.455,0.811,0.853,Watermelon
1.023,-0.482,-0.405,-0.442,Orange
1.961,0.848,-0.367,-0.425,Apple
0.903,-0.973,1.322,1.141,Watermelon
-0.623,1.365,-0.927,0.432,Banana
1.388,-1.389,1.874,0.821,Watermelon
0.877,0.576,-0.714,0.041,Apple
1.795,-0.799,-0.878,-0.923,Grape
0.95,-0.223,-0.068,-0.584,Lemon
1.185,-0.78,-0.307,-0.584,Orange
0.32,-0.598,-0.162,-0.573,Lemon
-0.909,1.419,-1.596,0.144,Banana
1.706,-0.495,-1.395,-0.959,Grape
1.358,0.109,-0.238,-0.43,Apple
0.425,-0.571,-1.048,-1.008,Grape
0.878,-0.957,-1.509,-1.242,Grape
1.301,1.082,-0.324,-0.664,Apple
-1.131,1.258,-0.823,0.133,Banana
0.086,0.764,-0.469,-0.617,Apple
0.855,-0.314,-1.013,-0.654,Grape
0.072,-1.107,-1.279,-0.649,Lemon
0.234,-0.552,-0.457,-0.145,Lemon
-1.15,0.643,-1.368,0.393,Banana
1.634,1.144,-0.431,-0.366,Apple
0.989,-0.291,1.432,1.091,Watermelon
1.038,-0.495,-0.827,-1.145,Grape
0.305,-0.639,-0.592,-0.168,Lemon
1.576,-0.818,1.125,2.0,Watermelon
1.072,0.618,-0.398,0.243,Apple
0.147,-1.263,-0.213,-0.595,Lemon
0.561,-0.624,-0.851,-1.014,Lemon
0.514,-0.796,-0.209,-0.442,Orange
0.594,-1.095,1.391,0.707,Watermelon
0.368,-1.417,-0.729,-0.382,Lemon
1.34,-0.924,-0.619,-0.198,Lemon
1.244,0.798,0.506,-0.309,Apple
0.683,-0.807,-0.479,0.034,Lemon
0.794,-0.726,1.058,1.344,Watermelon
0.925,0.877,-0.044,-0.175,Apple
0.713,-0.529,1.256,0.974,Watermelon
0.436,-0.873,-0.369,-1.058,Lemon
1.131,-0.372,-1.823,-0.931,Grape
0.843,-0.797,-0.319,-0.615,Lemon
0.636,0.37,0.082,-0.054,Apple
1.409,-1.254,1.281,0.474,Watermelon
0.696,-0.956,1.232,1.588,Watermelon
0.916,-1.303,-0.621,-0.441,Orange
1.777,-0.335,-0.611,-1.084,Grape
0.999,-0.755,0.823,0.898,Watermelon
0.364,-1.157,-0.583,-0.788,Lemon
-0.9,1.1,-1.063,0.01,Banana
1.037,-1.177,-0.284,0.184,Orange
-1.439,1.761,-1.025,0.444,Banana
0.737,-0.6,-0.344,-0.338,Orange
0.799,-1.094,-0.154,-0.14,Orange
0.986,-1.249,0.731,0.839,Watermelon
1.161,1.232,-0.021,-0.301,Apple
1.134,-0.659,-1.61,-1.076,Grape
0.469,-1.364,-0.799,-0.453,Lemon
-1.397,0.751,-0.458,-0.261,Banana
0.536,-1.408,-0.863,-0.569,Lemon
0.254,-0.799,-0.127,-0.205,Lemon
0.959,-1.483,-0.685,-0.336,Lemon
1.305,-0.386,0.074,0.114,Orange
1.522,-0.966,-0.701,-0.438,Lemon
0.68,1.024,-0.904,-0.485,Apple
0.96,-0.668,1.389,0.663,Watermelon
-0.273,1.052,-0.916,-0.266,Banana
0.783,-0.233,-0.941,-0.962,Grape
1.08,-1.505,0.966,1.493,Watermelon
1.38,-1.044,0.247,-0.641,Orange
0.66,0.052,-0.798,-1.101,Grape
0.981,-1.282,1.097,1.069,Watermelon
1.007,-1.406,-0.207,-0.385,Orange
-1.345,1.443,-0.241,0.98,Banana
1.228,0.907,-0.325,-0.158,Apple
-1.147,1.462,-1.713,0.196,Banana
0.88,-1.296,-0.684,-0.292,Lemon
1.531,-1.453,0.521,0.669,Watermelon
0.062,-1.513,-0.94,-0.068,Lemon
0.891,-0.589,-1.334,-0.778,Grape
1.257,-1.311,0.004,-0.372,Lemon
0.606,-0.86,-0.463,0.15,Lemon
-0.818,1.189,-1.148,0.594,Banana
0.265,-0.962,0.409,-1.376,Lemon
1.082,1.095,-0.38,-0.372,Apple
0.632,-1.088,-0.522,-0.671,Lemon
1.308,-1.088,-0.401,-0.734,Lemon
1.327,1.257,-0.153,-0.66,Apple
0.737,-0.41,-0.567,0.024,Orange
0.669,-0.647,0.76,0.663,Watermelon
0.751,-1.194,1.142,1.024,Watermelon
0.617,-1.01,-0.7,0.025,Orange
1.289,-0.608,-0.905,-0.387,Grape
0.945,0.67,-0.097,-0.696,Apple
0.926,-1.21,-0.546,-0.288,Orange
-0.685,1.387,-0.676,0.418,Banana
0.91,0.175,-0.171,-1.098,Apple
0.327,0.943,-0.207,-0.458,Apple
1.137,-0.838,-0.687,-0.015,Lemon
1.548,-0.421,-1.271,-1.193,Grape
0.494,0.985,-0.668,-0.415,Apple
0.691,-1.694,-1.042,-0.677,Lemon
0.982,-1.173,-0.395,-0.447,Orange
0.093,-1.187,-0.675,-0.609,Lemon
1.039,-0.853,-0.061,-0.422,Orange
0.448,-0.555,1.135,0.666,Watermelon
1.097,-0.626,0.305,-0.112,Orange
1.371,-1.423,0.987,0.883,Watermelon
1.12,-0.436,1.087,0.672,Watermelon
0.158,-0.424,-0.42,-0.343,Lemon
0.88,-0.506,-1.345,-0.864,Grape
-1.411,0.874,-1.225,-0.84,Banana
0.479,-1.315,-0.674,-0.499,Lemon
1.619,-0.893,1.117,1.173,Watermelon
-0.695,1.159,-0.901,0.549,Banana
0.151,0.131,-0.444,-0.924,Grape
-1.495,1.424,-1.243,0.487,Banana
0.551,0.179,-1.505,-0.976,Grape
-0.143,-1.014,-0.749,-0.102,Lemon
0.851,-0.601,0.642,0.901,Watermelon
0.908,-0.827,1.129,1.253,Watermelon
0.693,-0.769,-0.914,-0.364,Lemon
1.563,0.412,-0.129,-0.063,Apple
1.511,1.254,-0.265,-0.149,Apple
0.743,-1.136,-0.767,0.32,Orange
1.158,-1.321,-0.205,0.206,Orange
1.347,-0.925,-2.0,-0.862,Grape
0.69,1.218,0.033,0.09,Apple
1.611,-0.567,1.612,1.483,Watermelon
1.513,0.986,-0.751,0.569,Apple
1.022,-0.17,-1.193,-0.663,Grape
0.144,-1.144,0.966,1.162,Watermelon
1.375,-1.383,-0.069,0.229,Orange
1.821,-0.353,-1.161,-1.445,Grape
1.64,1.258,-0.308,-0.867,Apple
0.674,-0.779,1.124,0.319,Watermelon
1.221,-1.549,1.474,1.073,Watermelon
0.838,1.347,-0.176,0.164,Apple
1.028,-0.951,-0.4,-0.108,Orange
1.194,-1.176,-0.373,-0.808,Lemon
0.277,1.073,-0.17,-0.339,Apple
0.076,-0.893,-0.507,-0.811,Lemon
-1.474,0.912,-0.771,0.446,Banana
0.692,-0.952,0.01,-0.61,Orange
1.022,-0.531,0.554,1.404,Watermelon
1.567,0.922,-0.42,0.062,Apple
-1.065,0.176,-1.035,0.465,Banana
1.259,-1.308,-0.394,0.142,Orange
0.979,-1.535,0.133,-0.275,Orange
-0.618,0.512,-1.042,0.478,Banana
0.969,-1.414,0.165,1.533,Watermelon
1.087,1.408,0.025,-0.091,Apple
0.488,-0.829,-0.099,-0.471,Lemon
-0.334,0.475,-1.562,0.646,Banana
0.713,-0.285,0.168,0.356,Orange
-0.69,0.677,-1.581,0.823,Banana
0.475,-0.045,-0.766,-1.027,Grape
1.155,-0.837,-0.371,0.299,Orange
1.087,-0.946,-0.81,-0.043,Lemon
-1.708,1.155,-0.741,0.01,Banana
1.341,-1.009,0.809,1.337,Watermelon
0.62,1.304,-0.994,-0.2,Apple
1.015,0.811,-0.164,-0.328,Apple
0.969,-0.804,-0.442,-0.398,Lemon
0.435,-1.106,-0.513,-0.561,Lemon
0.989,-0.967,-0.468,-0.991,Lemon
1.33,0.797,-0.665,0.276,Apple
1.244,-0.658,-0.141,-0.233,Orange
0.902,-0.727,0.096,-0.224,Orange
1.725,-1.069,0.512,0.397,Watermelon
0.409,-1.145,-0.381,0.039,Orange
0.99,-0.705,-0.284,-0.195,Orange
0.798,-0.502,0.464,1.105,Watermelon
-1.064,1.274,-1.007,0.303,Banana
0.907,1.488,-0.299,0.389,Apple
1.095,-0.992,-0.351,-0.003,Orange
0.394,-0.949,-0.597,-0.386,Lemon
1.123,-0.859,-0.267,0.349,Orange
0.748,-0.088,-0.583,-0.164,Lemon
0.746,1.49,-0.546,-0.14,Apple
0.907,-0.842,0.918,0.724,Watermelon
-1.095,1.54,-0.836,-0.151,Banana
1.383,-0.912,-0.74,-0.806,Grape
1.216,1.649,-0.59,-0.086,Apple
-0.559,0.775,-1.261,0.199,Banana
1.114,0.506,-0.107,-0.793,Apple
1.053,-0.82,0.07,-0.266,Lemon
0.893,-1.28,-0.216,-0.211,Orange
1.415,-1.325,1.707,1.446,Watermelon
-1.071,1.629,-1.274,0.372,Banana
0.153,-0.354,-1.177,-1.004,Lemon
0.778,-0.137,-0.666,-0.957,Grape
0.957,-1.04,-0.452,0.078,Lemon
0.514,-1.268,-0.435,-0.241,Lemon
1.039,-0.649,0.93,1.045,Watermelon
-0.869,1.101,-0.435,0.429,Banana
0.894,-0.815,1.353,1.271,Watermelon
1.252,-1.524,0.128,1.446,Watermelon
0.754,-1.008,-0.357,0.175,Lemon
1.095,-0.663,-0.91,-0.765,Lemon
0.165,-0.778,1.388,1.417,Watermelon
1.236,-0.654,-1.197,-1.289,Grape
0.943,0.658,0.315,-0.756,Apple
0.931,-1.678,1.104,0.999,Watermelon
0.475,-1.326,-0.599,-0.691,Lemon
0.552,-0.315,-0.54,-0.313,Lemon
0.837,0.725,-0.308,0.576,Apple
0.899,-0.473,-1.29,-1.964,Grape
0.724,-0.167,-0.092,0.374,Orange
0.878,-1.425,-1.388,-0.861,Grape
1.083,-1.004,-0.486,0.129,Orange
0.425,-0.892,-0.532,-0.629,Lemon
0.692,-1.15,1.656,1.389,Watermelon
-0.643,0.725,-1.503,0.684,Banana
0.917,-0.952,-0.73,-1.012,Lemon
-0.696,1.415,-1.238,0.033,Banana
-0.566,0.775,-0.377,0.262,Banana
0.865,-0.584,-1.135,-0.606,Grape
-0.69,1.381,-0.935,0.14,Banana
0.997,0.851,0.213,0.051,Apple
-1.032,0.676,-0.461,0.348,Banana
-1.046,1.542,-1.178,0.188,Banana
0.519,-1.461,-0.489,-0.767,Lemon
-1.2,0.753,-1.205,0.006,Banana
1.087,-1.054,1.017,1.824,Watermelon
0.946,-0.388,-0.748,-1.022,Grape
0.696,-0.993,-0.529,-0.705,Lemon
0.827,-0.994,0.31,1.524,Watermelon
1.756,-0.54,-0.767,-0.622,Grape
0.536,1.325,-0.449,0.502,Apple
0.934,-0.282,-1.062,-0.231,Grape
0.821,-0.592,1.219,1.142,Watermelon
0.68,-1.233,-1.505,-0.124,Lemon
0.829,1.409,-0.177,0.12,Apple
0.881,-1.863,-0.385,-0.62,Lemon
1.408,-0.793,-0.089,-0.295,Orange
0.281,-1.152,-1.23,-0.707,Lemon
0.488,0.497,-0.259,-0.113,Apple
0.989,-1.175,0.668,0.889,Watermelon
0.312,-1.022,-1.133,-0.255,Lemon
0.802,-0.468,-0.689,-0.885,Grape
-0.72,0.277,-1.172,0.686,Banana
1.178,1.647,0.297,-0.195,Apple
0.912,-1.335,-0.467,-0.343,Orange
0.792,0.679,-0.159,0.294,Apple
0.927,-1.113,-0.245,-0.379,Lemon
0.586,-1.036,-0.67,-0.272,Lemon
-0.951,0.745,-1.272,0.407,Banana
0.75,-1.11,-0.996,-0.062,Lemon
1.364,-1.696,0.169,-0.273,Orange
1.066,-0.202,-0.422,-0.649,Grape
1.084,-1.081,-1.709,-0.693,Grape
1.47,-1.285,-0.394,-0.395,Orange
0.796,-0.624,-0.224,-0.28,Orange
1.93,-1.502,-0.108,-0.567,Orange
0.545,-0.948,-0.304,-0.591,Lemon
0.872,-1.098,-0.678,0.021,Orange
-0.902,1.152,-1.024,0.232,Banana
1.411,-0.642,0.195,-0.07,Orange
-0.527,0.854,-1.07,0.718,Banana
1.295,-1.102,-0.666,-0.271,Orange
0.76,-0.396,1.266,0.732,Watermelon
0.634,-1.272,0.804,0.942,Watermelon
1.39,-0.938,-0.199,-1.33,Grape
0.507,-0.409,1.462,0.936,Watermelon
1.133,1.142,-0.252,-0.754,Apple
0.131,-0.896,-0.364,-0.351,Grape
0.908,-0.935,-0.903,-0.846,Grape
1.21,-1.884,0.805,0.196,Orange
-1.069,0.749,-0.654,0.473,Banana
0.632,-0.84,-0.639,-0.359,Lemon
0.854,-0.88,-0.498,-0.012,Lemon
0.441,0.721,-0.291,-0.555,Apple
0.861,-0.549,0.948,0.36,Watermelon
0.852,-0.98,1.014,1.195,Watermelon
-0.834,0.951,-1.418,0.146,Banana
0.782,-1.1,1.242,1.141,Watermelon
0.888,-1.134,-0.072,-0.265,Lemon
-0.961,1.211,-1.237,-0.438,Banana
-1.212,1.262,-0.972,0.252,Banana
0.303,-1.685,-0.101,-0.573,Lemon
0.85,-0.835,-0.561,-0.692,Grape
-1.339,1.408,-1.051,0.086,Banana
0.897,-1.274,-0.762,0.072,Orange
0.923,1.216,-0.199,-0.108,Apple
0.284,0.697,-0.101,-0.746,Apple
0.731,-1.487,-0.594,0.063,Lemon
0.871,-1.648,-0.303,0.138,Lemon
1.579,-0.834,-1.078,-0.348,Lemon
1.559,-1.065,1.365,0.706,Watermelon
-0.87,0.129,-1.333,0.298,Banana
0.873,0.545,-0.475,-0.185,Apple
0.97,-0.979,1.256,0.88,Watermelon
1.476,-1.346,0.375,0.19,Orange
0.875,-1.101,1.072,1.21,Watermelon
0.983,-1.469,-0.447,-1.241,Lemon
0.938,-0.491,0.504,0.44,Watermelon
1.077,-0.514,1.114,0.333,Watermelon
-1.589,1.034,-1.413,0.348,Banana
1.069,-1.171,1.635,1.207,Watermelon
1.424,1.322,-0.353,-0.368,Apple
0.896,-0.762,-0.528,0.404,Orange
0.339,-0.925,-0.68,-0.658,Lemon
-0.24,0.846,-1.107,0.068,Banana
1.014,0.965,-0.692,-0.449,Apple
1.213,1.359,-0.292,-0.279,Apple
0.874,0.824,-0.622,-0.845,Apple
0.754,-0.284,-1.149,-1.121,Grape
-1.128,1.436,-1.325,0.397,Banana
0.976,1.024,-0.214,-0.28,Apple
1.278,-0.61,-0.389,-0.984,Grape
0.004,-0.777,-0.463,-0.489,Lemon
0.909,0.26,-0.981,0.277,Apple
0.795,1.338,-0.861,-0.666,Apple
0.838,-1.036,-0.412,-0.505,Lemon
0.927,0.762,-0.718,0.191,Apple
1.149,-1.364,-0.986,-0.622,Lemon
1.119,-1.064,1.175,0.983,Watermelon
0.96,-0.155,-0.484,0.374,Orange
1.506,-0.824,0.326,1.011,Watermelon
0.82,-0.993,0.628,1.265,Watermelon
1.345,-0.59,-0.434,-0.571,Orange
-0.877,1.615,-0.976,0.458,Banana
0.918,-1.176,-0.07,-0.237,Orange
1.141,-0.822,-0.178,-0.005,Orange
0.701,0.68,-0.315,-0.306,Apple
0.417,-0.916,-0.282,-0.084,Lemon
1.094,-1.46,-1.007,-0.601,Lemon
1.028,-1.083,-0.493,-0.307,Orange
-0.831,0.535,-0.18,0.307,Banana
1.368,-0.803,-0.799,-0.965,Grape
1.3,-1.07,1.543,0.478,Watermelon
1.332,1.042,-0.656,0.383,Apple
1.647,-1.726,-0.238,0.047,Orange
-0.845,1.53,-0.542,0.393,Banana
1.797,1.328,-0.423,-0.493,Apple
-0.565,0.722,-1.143,0.216,Banana
-0.876,0.932,-1.461,0.707,Banana
0.858,1.707,-0.194,0.144,Apple
-0.779,1.46,-0.8,0.382,Banana
1.383,0.27,-1.094,-0.722,Grape
0.998,-0.823,1.015,0.245,Watermelon
0.93,-0.65,-0.568,0.122,Orange
1.064,-0.667,-0.683,-0.762,Grape
-0.853,1.356,-0.929,-0.276,Banana
0.868,-1.232,-0.77,-0.686,Grape
1.33,-0.429,-0.661,-1.552,Grape
0.562,-1.495,-0.725,0.066,Lemon
-0.617,1.232,-1.064,-0.048,Banana
1.065,-0.211,-0.857,-1.555,Grape
0.637,-1.67,-0.319,-0.743,Lemon
0.572,-0.314,-0.804,-0.919,Grape
-0.233,1.222,-1.226,0.482,Banana
0.9,-0.157,-0.902,-0.867,Grape
0.495,-0.979,0.98,0.642,Watermelon
0.922,1.153,-0.302,-0.794,Apple
0.904,-1.164,-0.232,-0.17,Orange
0.856,0.842,-0.276,0.037,Apple
1.098,1.498,0.097,0.224,Apple
1.479,-0.453,0.596,1.227,Watermelon
1.426,1.49,-0.57,-0.07,Apple
0.626,-0.354,-1.086,-0.769,Lemon
0.366,-0.949,0.492,-0.216,Orange
-0.965,1.193,-1.041,0.428,Banana
0.737,-1.296,-0.633,-0.24,Lemon
1.325,-0.546,1.117,1.125,Watermelon
1.263,-1.208,-0.523,-0.244,Orange
0.554,1.142,0.067,-0.549,Apple
1.152,-1.22,-0.656,0.519,Orange
0.249,-1.448,-0.525,-0.406,Lemon
1.234,-0.3,-0.572,-0.402,Orange
1.163,-0.671,-0.32,-0.706,Lemon
1.394,-0.719,1.066,0.795,Watermelon
1.037,-0.023,-1.383,-1.28,Grape
0.78,0.856,-0.306,0.035,Apple
-0.839,1.021,-0.903,0.518,Banana
-1.589,1.375,-1.289,0.145,Banana
1.119,-0.626,-0.83,-0.95,Grape
0.899,1.535,-0.052,-0.194,Apple
1.242,0.753,0.461,-0.681,Apple
1.04,-1.1,0.886,0.841,Watermelon
0.73,1.416,-0.722,0.044,Apple
0.827,-1.133,-0.414,-0.555,Lemon
0.615,-1.382,1.229,1.211,Watermelon
1.085,-1.137,-0.367,-0.314,Orange
0.389,-0.979,-0.117,-0.176,Orange
1.219,-1.352,-0.831,-0.453,Lemon
-0.915,0.335,-0.789,0.387,Banana
0.258,-1.041,-0.583,-0.359,Orange
0.532,-0.454,-0.383,-0.907,Grape
0.244,-0.9,0.932,0.615,Watermelon
1.124,-0.292,-1.234,-1.575,Grape
0.296,-0.833,-1.054,-1.181,Grape
0.761,-0.401,-0.838,-0.93,Grape
1.286,0.77,-0.683,-0.483,Apple
0.793,-1.318,-1.191,-0.613,Grape
1.28,-0.416,-0.954,-0.493,Grape
0.229,-1.338,-0.206,-0.49,Lemon
0.765,-0.807,-0.453,-0.493,Orange
0.697,-0.887,-0.228,0.331,Orange
0.898,0.892,0.204,0.045,Apple
-0.949,0.454,-1.284,-0.069,Banana
0.613,-1.178,-0.039,-1.05,Lemon
0.594,-0.514,-0.817,-1.905,Grape
0.393,0.908,0.175,0.361,Apple
-1.145,0.94,-1.293,0.522,Banana
1.535,-0.56,-0.31,-0.493,Orange
1.003,-0.517,-0.44,-0.835,Orange
0.874,0.902,-0.937,-0.219,Apple
1.177,0.051,-1.466,-0.744,Grape
1.338,-0.418,-1.352,-1.373,Grape
0.634,-0.968,-0.796,-0.048,Lemon
0.46,-1.663,-0.678,-0.332,Lemon
1.12,-0.483,-0.477,-1.39,Grape
0.852,-0.459,-0.989,-0.219,Orange
1.43,1.425,-0.069,-0.06,Apple
0.636,-0.519,-0.72,-0.599,Orange
1.136,0.827,-0.228,-0.149,Apple
1.622,-0.448,-1.216,-0.763,Grape
0.709,-0.68,-0.277,-0.06,Orange
0.377,0.212,-0.825,0.311,Apple
0.598,-0.744,0.775,0.916,Watermelon
0.984,-0.025,-0.795,-0.865,Grape
1.454,-1.222,0.074,0.115,Orange
1.311,-1.054,-0.453,-0.504,Orange
0.717,0.679,-0.172,-0.38,Apple
-0.849,1.171,-1.371,-0.081,Banana
0.92,0.729,-0.608,0.293,Apple
0.463,0.108,-0.899,-0.655,Grape
1.304,-0.784,0.282,-0.579,Orange
0.945,-1.298,0.406,0.769,Watermelon
1.655,-1.061,0.394,0.53,Orange
0.048,1.667,-0.175,0.414,Banana
1.08,-0.897,-0.3,-0.148,Orange
1.263,0.837,-0.782,-0.173,Apple
0.758,-1.206,0.95,0.87,Watermelon
1.389,-0.658,-0.594,-0.928,Grape
-1.031,1.055,-1.452,0.418,Banana
0.897,-0.653,-1.073,-1.032,Lemon
0.812,-0.115,-0.923,-1.271,Grape
-1.509,0.761,-1.263,0.627,Banana
1.354,0.633,-0.036,-0.072,Apple
0.587,-1.029,1.119,1.057,Watermelon
0.401,-0.954,1.223,1.553,Watermelon
0.366,-1.191,-0.673,-0.398,Lemon
1.034,-0.388,-1.394,-0.861,Grape
0.74,-1.05,1.598,0.511,Watermelon
-1.098,0.554,-0.946,0.667,Banana
-0.941,0.959,-0.535,0.416,Banana
1.287,-0.75,-1.307,-0.227,Orange
-1.377,0.71,-0.484,0.169,Banana
-0.338,0.507,-1.379,0.567,Banana
0.881,1.108,-0.339,-0.35,Apple
-1.106,1.063,-0.775,0.865,Banana
0.529,-1.138,-0.783,0.014,Lemon
1.242,-1.265,-1.68,-1.291,Grape
1.081,-0.612,-0.82,-1.061,Grape
-0.511,1.27,-0.973,0.701,Banana
0.423,-0.63,-0.952,-0.789,Grape
-0.0,-1.091,-0.46,-0.333,Lemon
-0.585,1.267,-1.021,0.536,Banana
0.93,-0.549,-0.722,-1.016,Grape
1.127,-0.664,-0.051,0.232,Orange
1.815,-0.354,-1.161,-0.821,Grape
1.164,-0.785,0.223,-0.789,Orange
1.53,0.048,-0.801,-0.793,Grape
0.915,-0.998,1.244,1.222,Watermelon
1.252,-0.781,0.014,0.075,Orange
-1.359,1.291,-0.349,0.291,Banana
-0.475,0.679,-1.01,0.076,Banana
-0.517,1.574,-1.035,0.71,Banana
1.578,-1.012,-0.255,0.057,Orange
0.705,-0.961,1.75,0.825,Watermelon
1.299,-0.417,-1.057,-0.922,Grape
1.613,1.194,-0.052,0.26,Apple
0.899,-0.966,-0.381,-0.952,Grape
1.313,-0.867,-0.864,-1.384,Grape
1.022,-1.227,0.693,0.894,Watermelon
0.197,-1.406,1.274,1.122,Watermelon
0.624,-0.808,-0.607,0.053,Orange
0.96,-1.114,-0.332,0.696,Orange
-1.266,1.079,-0.727,-0.037,Banana
0.442,-0.81,-0.734,-1.12,Grape
0.919,1.319,-0.582,-0.331,Apple
0.47,-0.488,-0.92,-0.722,Grape
0.599,-1.067,0.553,0.914,Watermelon
1.519,-0.712,-1.478,-1.238,Grape
-1.564,0.546,-0.765,-0.206,Banana
1.109,-0.991,-0.486,-0.12,Orange
0.672,-0.706,-0.544,-0.335,Orange
0.823,-0.359,-0.809,-1.918,Grape
-0.911,0.389,-1.119,0.262,Banana
-1.123,1.175,-0.748,0.029,Banana
0.717,-1.013,-0.84,-0.367,Orange
1.472,-1.527,-0.419,-0.407,Orange
-0.298,0.812,-1.168,-0.061,Banana
-0.997,1.095,-1.31,0.646,Banana
-0.905,1.298,-1.115,0.385,Banana
0.925,-0.49,-0.259,-0.197,Orange
0.84,-1.181,-0.217,0.087,Orange
0.76,-0.956,-0.236,-0.075,Orange
0.402,-0.924,-1.478,-0.988,Grape
-1.315,0.826,-1.418,0.159,Banana
0.207,-0.735,-0.432,-0.447,Lemon
0.894,-1.313,-1.16,-1.267,Grape
-0.913,1.217,-0.886,0.742,Banana
-1.199,0.787,-0.637,0.358,Banana
-1.086,1.646,-0.798,0.233,Banana
-1.24,1.464,-0.928,0.309,Banana
1.237,-0.692,-0.108,0.109,Orange
1.158,-0.806,0.744,1.634,Watermelon
0.568,-0.892,0.532,0.966,Watermelon
0.8,-0.952,-0.18,-0.535,Orange
0.99,-0.112,-1.459,-1.299,Grape
-0.699,1.027,-0.947,0.658,Banana
0.322,-1.182,-0.825,-0.622,Lemon
1.469,-1.595,-0.718,-0.678,Orange
1.091,-1.215,-0.714,-1.065,Lemon
-1.092,1.303,-0.911,0.262,Banana
0.452,0.885,-0.249,-0.647,Apple
1.229,-0.29,-1.185,-0.746,Grape
0.962,-0.599,1.712,0.617,Watermelon
0.869,-0.543,-0.94,-0.701,Lemon
0.795,-1.046,-0.425,-0.269,Orange
1.293,-1.664,-0.641,0.034,Orange
1.193,0.63,-0.104,0.164,Apple
0.983,0.647,0.006,0.303,Apple
0.69,-0.986,1.382,1.04,Watermelon
-0.012,-0.845,-0.943,-0.945,Lemon
0.395,1.417,-0.592,-0.183,Apple
0.803,-0.943,-0.496,-0.367,Lemon
1.048,-1.266,-0.597,-0.237,Orange
0.956,1.15,0.086,-0.18,Apple
0.716,-1.763,-0.569,-0.671,Orange
0.344,-0.915,-0.57,0.15,Lemon
1.169,0.068,-0.75,-0.62,Grape
0.474,-1.376,-0.757,-0.504,Lemon
0.78,0.65,-0.154,-0.652,Apple
0.463,-0.993,-1.082,-1.347,Grape
0.92,-0.79,-0.099,-0.431,Orange
0.544,-1.201,-0.071,0.111,Orange
1.124,-0.179,-0.395,-1.169,Grape
1.52,-1.091,1.357,1.248,Watermelon
0.308,-0.938,-1.427,-1.624,Grape
1.308,-0.276,0.91,1.299,Watermelon
1.52,1.073,-0.309,-0.386,Apple
1.188,-0.694,-0.138,-0.05,Orange
0.982,-1.558,0.014,-0.65,Orange
1.217,-0.735,-0.699,-0.413,Orange
1.743,-1.028,-0.727,0.08,Orange
0.73,-1.672,-0.118,-0.521,Orange
1.112,-1.284,-0.052,-0.136,Orange
0.094,1.134,-0.401,0.196,Apple
1.138,-0.335,-1.249,-1.277,Grape
0.991,0.874,0.168,-0.354,Apple
0.571,0.71,0.038,-0.359,Apple
0.523,-0.629,-0.92,-1.282,Lemon
0.301,-0.915,-0.687,-1.046,Lemon
1.356,-0.943,1.136,1.147,Watermelon
0.546,-0.494,-0.682,-0.601,Grape
-0.748,1.18,-1.608,0.295,Banana
-1.335,1.449,-0.604,-0.033,Banana
0.984,-0.513,-0.685,-1.586,Grape
0.227,-0.987,0.114,1.056,Watermelon
0.807,-0.567,-0.818,-0.444,Lemon
1.228,-1.012,-0.68,-0.904,Grape
0.388,-0.951,-0.649,-0.227,Lemon
0.874,-0.521,-1.217,-1.328,Grape
0.66,-1.314,-0.32,-0.293,Lemon
0.732,-0.925,0.731,0.438,Watermelon
0.391,-1.018,-0.418,-0.448,Lemon
1.318,-1.343,0.868,1.576,Watermelon
-1.676,0.842,-1.375,0.232,Banana
0.848,-0.789,1.089,0.543,Watermelon
0.794,-1.0,-0.041,0.652,Orange
1.246,-0.954,-1.033,-0.937,Grape
-1.182,1.165,-1.795,0.494,Banana
0.833,-0.638,-0.487,-1.442,Grape
1.095,1.278,-0.24,-0.865,Apple
1.473,0.926,-0.485,-0.409,Apple
0.466,-1.417,-0.542,-0.709,Lemon
1.235,-0.819,0.269,-0.274,Orange
0.719,-1.514,0.468,0.032,Orange
0.358,-0.407,-0.125,-0.973,Lemon
0.736,0.954,-0.675,-0.334,Apple
1.249,0.519,-0.197,0.109,Apple
-0.86,0.974,-1.234,0.591,Banana
-1.412,1.085,-0.991,0.694,Banana
-1.204,0.826,-1.435,0.453,Banana
-1.148,0.698,-1.268,0.488,Banana
-1.386,0.645,-0.686,0.242,Banana
1.334,-0.726,-1.0,-0.945,Grape
1.486,-0.543,1.404,0.78,Watermelon
0.655,1.266,0.182,0.107,Apple
0.605,-0.745,-0.339,-0.448,Lemon
1.067,-0.566,-1.276,-1.24,Grape
0.754,-1.56,-0.25,-0.214,Orange
1.267,-0.559,1.464,1.496,Watermelon
0.335,-1.501,-0.274,-0.016,Lemon
1.545,-0.83,0.301,1.128,Watermelon
